Date, Open, High, Low, Close
03/02/12, 12980.75, 12997.51, 12927.77, 12977.57
03/01/12, 12952.29, 13032.67, 12943.06, 12980.30
02/29/12, 13005.42, 13055.75, 12929.66, 12952.07
02/28/12, 12976.74, 13021.51, 12952.82, 13005.12
02/27/12, 12981.13, 13027.52, 12882.59, 12981.51
02/24/12, 12981.20, 13013.82, 12950.59, 12982.95
02/23/12, 12937.08, 12996.08, 12882.67, 12984.69
02/22/12, 12966.22, 12977.91, 12914.83, 12938.67
02/21/12, 12949.34, 13005.04, 12926.11, 12965.69
02/17/12, 12903.33, 12967.92, 12903.25, 12949.87
02/16/12, 12779.81, 12914.00, 12779.58, 12904.08
02/15/12, 12864.65, 12899.47, 12753.62, 12780.95
02/14/12, 12871.77, 12878.88, 12786.93, 12878.28
02/13/12, 12799.11, 12887.93, 12799.11, 12874.04
02/10/12, 12889.55, 12889.63, 12743.56, 12801.23
02/09/12, 12884.41, 12924.71, 12846.41, 12890.46
02/08/12, 12865.79, 12893.64, 12817.69, 12883.95
02/07/12, 12844.37, 12903.71, 12782.57, 12878.20
02/06/12, 12860.72, 12860.79, 12793.43, 12845.13
02/03/12, 12705.04, 12869.95, 12704.96, 12862.23
02/02/12, 12716.54, 12741.89, 12676.05, 12705.41
02/01/12, 12632.76, 12784.62, 12632.76, 12716.46
01/31/12, 12654.78, 12720.10, 12567.33, 12632.91
01/30/12, 12659.17, 12659.32, 12529.41, 12653.72
01/27/12, 12733.95, 12733.95, 12630.72, 12660.46
01/26/12, 12757.33, 12841.95, 12695.16, 12734.63
01/25/12, 12673.63, 12778.26, 12580.12, 12756.96
01/24/12, 12708.37, 12708.52, 12613.54, 12675.75
01/23/12, 12720.25, 12764.49, 12665.83, 12708.82
01/20/12, 12623.83, 12720.48, 12620.76, 12720.48
01/19/12, 12578.19, 12625.80, 12563.58, 12623.98
01/18/12, 12474.69, 12582.28, 12453.20, 12578.95
01/17/12, 12423.12, 12573.65, 12423.12, 12482.07
01/13/12, 12469.96, 12470.12, 12311.79, 12422.06
01/12/12, 12449.91, 12483.70, 12385.08, 12471.02
01/11/12, 12459.52, 12462.58, 12399.01, 12449.45
01/10/12, 12394.51, 12514.69, 12394.51, 12462.47
01/09/12, 12359.31, 12409.08, 12333.85, 12392.69
01/06/12, 12407.45, 12415.24, 12332.41, 12359.92
01/05/12, 12418.42, 12435.98, 12283.90, 12415.70
01/04/12, 12392.46, 12430.00, 12337.25, 12418.42
01/03/12, 12221.19, 12479.65, 12221.19, 12397.38
12/30/11, 12286.13, 12290.06, 12213.78, 12217.56
12/29/11, 12152.09, 12293.96, 12152.09, 12287.04
12/28/11, 12288.85, 12299.11, 12140.17, 12151.41
12/27/11, 12293.47, 12328.47, 12269.97, 12291.35
12/23/11, 12169.80, 12297.44, 12169.80, 12294.00
12/22/11, 12107.59, 12182.71, 12107.37, 12169.65
12/21/11, 12103.28, 12119.70, 11999.44, 12107.74
12/20/11, 11769.21, 12117.13, 11768.83, 12103.58
12/19/11, 11866.54, 11925.88, 11735.19, 11766.26
12/16/11, 11870.25, 11968.18, 11819.31, 11866.39
12/15/11, 11825.29, 11967.84, 11825.22, 11868.81
12/14/11, 11949.72, 11950.02, 11786.47, 11823.48
12/13/11, 12018.66, 12147.70, 11904.38, 11954.94
12/12/11, 12181.08, 12181.38, 11940.86, 12021.39
12/09/11, 11996.03, 12212.83, 11995.51, 12184.26
12/08/11, 12195.91, 12195.91, 11966.22, 11997.70
12/07/11, 12144.41, 12257.67, 12060.37, 12196.37
12/06/11, 12097.75, 12215.71, 12076.71, 12150.13
12/05/11, 12021.54, 12186.53, 12021.46, 12097.83
12/02/11, 12022.37, 12146.68, 12007.12, 12019.42
12/01/11, 12046.21, 12062.64, 11974.62, 12020.03
11/30/11, 11559.27, 12045.68, 11559.27, 12045.68
11/29/11, 11523.01, 11624.01, 11517.04, 11555.63
11/28/11, 11232.47, 11562.10, 11232.16, 11523.01
11/25/11, 11251.88, 11361.47, 11231.56, 11231.78
11/23/11, 11492.74, 11492.82, 11257.55, 11257.55
11/22/11, 11542.39, 11571.75, 11433.97, 11493.72
11/21/11, 11795.55, 11795.70, 11454.07, 11547.31
11/18/11, 11768.98, 11854.81, 11755.82, 11796.16
11/17/11, 11905.67, 11948.43, 11676.35, 11770.73
11/16/11, 12084.74, 12109.03, 11890.57, 11905.59
11/15/11, 12077.92, 12165.11, 12001.26, 12096.16
11/14/11, 12153.00, 12170.56, 12027.03, 12078.98
11/11/11, 11896.28, 12179.72, 11896.28, 12153.68
11/10/11, 11780.03, 11961.14, 11779.88, 11893.79
11/09/11, 12166.40, 12166.40, 11736.93, 11780.94
11/08/11, 12055.52, 12187.51, 12002.17, 12170.18
11/07/11, 11983.02, 12074.44, 11880.69, 12068.39
11/04/11, 12043.41, 12043.49, 11850.31, 11983.24
11/03/11, 11835.59, 12065.93, 11835.43, 12044.47
11/02/11, 11658.49, 11876.83, 11658.49, 11836.04
11/01/11, 11951.53, 11951.76, 11630.03, 11657.96
10/31/11, 12229.22, 12229.29, 11954.41, 11955.01
10/28/11, 12207.34, 12251.92, 12164.24, 12231.11
10/27/11, 11872.07, 12284.31, 11872.07, 12208.55
10/26/11, 11707.76, 11891.21, 11694.36, 11869.04
10/25/11, 11912.63, 11912.86, 11682.52, 11706.62
10/24/11, 11807.96, 11940.75, 11805.77, 11913.62
10/21/11, 11543.22, 11812.46, 11542.84, 11808.79
10/20/11, 11502.13, 11581.25, 11391.14, 11541.78
10/19/11, 11577.54, 11633.70, 11469.17, 11504.62
10/18/11, 11396.17, 11652.74, 11296.12, 11577.05
10/17/11, 11643.35, 11643.35, 11378.35, 11397.00
10/14/11, 11478.97, 11646.83, 11478.66, 11644.49
10/13/11, 11518.09, 11518.09, 11377.82, 11478.13
10/12/11, 11417.36, 11625.30, 11417.28, 11518.85
10/11/11, 11432.80, 11447.86, 11365.67, 11416.30
10/10/11, 11104.56, 11433.33, 11104.56, 11433.18
10/07/11, 11123.41, 11232.05, 11051.13, 11103.12
10/06/11, 10939.87, 11132.60, 10858.67, 11123.33
10/05/11, 10800.47, 10950.89, 10738.10, 10939.95
10/04/11, 10651.44, 10825.44, 10404.49, 10808.71
10/03/11, 10912.10, 10979.19, 10653.34, 10655.30
09/30/11, 11152.32, 11152.39, 10909.52, 10913.38
09/29/11, 11012.79, 11271.14, 10965.45, 11153.98
09/28/11, 11189.10, 11317.08, 10996.98, 11010.90
09/27/11, 11045.23, 11369.30, 11045.23, 11190.69
09/26/11, 10771.78, 11057.49, 10771.78, 11043.86
09/23/11, 10732.77, 10808.49, 10638.73, 10771.48
09/22/11, 11121.89, 11122.12, 10597.14, 10733.83
09/21/11, 11408.58, 11447.86, 11117.28, 11124.84
09/20/11, 11401.47, 11550.22, 11373.92, 11408.66
09/19/11, 11506.67, 11506.82, 11255.25, 11401.01
09/16/11, 11433.71, 11532.47, 11407.41, 11509.09
09/15/11, 11247.72, 11433.40, 11247.49, 11433.18
09/14/11, 11106.83, 11386.78, 10993.84, 11246.73
09/13/11, 11054.99, 11140.85, 10987.18, 11105.85
09/12/11, 10990.01, 11062.03, 10824.76, 11061.12
09/09/11, 11294.60, 11294.83, 10935.64, 10992.13
09/08/11, 11414.86, 11477.30, 11283.74, 11295.81
09/07/11, 11137.63, 11414.86, 11137.63, 11414.86
09/06/11, 11237.31, 11237.46, 10932.53, 11139.30
09/02/11, 11492.06, 11492.14, 11211.35, 11240.26
09/01/11, 11613.30, 11716.84, 11488.46, 11493.57
08/31/11, 11560.48, 11712.60, 11528.08, 11613.53
08/30/11, 11532.13, 11630.07, 11429.39, 11559.95
08/29/11, 11286.65, 11541.78, 11286.58, 11539.25
08/26/11, 11145.20, 11326.43, 10929.20, 11284.54
08/25/11, 11321.02, 11406.39, 11106.76, 11149.82
08/24/11, 11175.78, 11331.57, 11113.04, 11320.71
08/23/11, 10854.58, 11176.84, 10854.43, 11176.76
08/22/11, 10820.37, 11020.55, 10820.37, 10854.65
08/19/11, 10989.75, 11086.40, 10801.41, 10817.65
08/18/11, 11406.27, 11406.50, 10881.60, 10990.58
08/17/11, 11392.01, 11529.67, 11322.30, 11410.21
08/16/11, 11480.48, 11488.01, 11292.63, 11405.93
08/15/11, 11269.85, 11484.60, 11269.85, 11482.90
08/12/11, 11143.46, 11346.67, 11142.18, 11269.02
08/11/11, 10729.85, 11278.90, 10729.85, 11143.31
08/10/11, 11228.00, 11228.00, 10686.49, 10719.94
08/09/11, 10810.91, 11244.01, 10604.07, 11239.77
08/08/11, 11433.93, 11434.09, 10809.85, 10809.85
08/05/11, 11383.98, 11555.41, 11139.00, 11444.61
08/04/11, 11893.86, 11893.94, 11372.14, 11383.68
08/03/11, 11863.74, 11904.91, 11700.34, 11896.44
08/02/11, 12129.77, 12130.30, 11865.56, 11866.62
08/01/11, 12144.22, 12282.42, 11998.08, 12132.49
07/29/11, 12239.36, 12243.07, 12083.45, 12143.24
07/28/11, 12301.72, 12384.90, 12226.83, 12240.11
07/27/11, 12498.42, 12498.65, 12289.69, 12302.55
07/26/11, 12592.12, 12593.40, 12489.04, 12501.30
07/25/11, 12679.72, 12679.95, 12536.19, 12592.80
07/22/11, 12724.71, 12740.87, 12644.19, 12681.16
07/21/11, 12567.07, 12751.43, 12566.61, 12724.41
07/20/11, 12583.68, 12603.51, 12546.56, 12571.91
07/19/11, 12386.03, 12607.56, 12385.96, 12587.42
07/18/11, 12475.11, 12475.26, 12296.23, 12385.16
07/15/11, 12437.12, 12504.82, 12406.09, 12479.73
07/14/11, 12491.53, 12581.98, 12414.41, 12437.12
07/13/11, 12447.33, 12611.04, 12447.33, 12491.61
07/12/11, 12505.54, 12570.58, 12446.88, 12446.88
07/11/11, 12655.62, 12655.84, 12470.30, 12505.76
07/08/11, 12717.90, 12717.90, 12567.41, 12657.20
07/07/11, 12627.23, 12753.89, 12627.23, 12719.49
07/06/11, 12562.47, 12643.24, 12539.21, 12626.02
07/05/11, 12583.00, 12601.80, 12540.58, 12569.87
07/01/11, 12412.07, 12596.13, 12404.08, 12582.77
06/30/11, 12262.25, 12427.09, 12262.10, 12414.34
06/29/11, 12187.63, 12284.39, 12175.86, 12261.42
06/28/11, 12042.28, 12190.43, 12042.28, 12188.69
06/27/11, 11934.66, 12098.81, 11934.05, 12043.56
06/24/11, 12049.24, 12057.19, 11925.42, 11934.58
06/23/11, 12108.35, 12108.73, 11874.94, 12050.00
06/22/11, 12189.71, 12207.99, 12105.85, 12109.67
06/21/11, 12081.33, 12217.33, 12081.18, 12190.01
06/20/11, 12004.28, 12099.87, 11971.29, 12080.38
06/17/11, 11962.66, 12072.89, 11962.51, 12004.36
06/16/11, 11896.13, 11990.02, 11875.77, 11961.52
06/15/11, 12075.12, 12075.20, 11862.53, 11897.27
06/14/11, 11951.38, 12120.80, 11951.38, 12076.11
06/13/11, 11945.33, 12011.66, 11917.78, 11952.97
06/10/11, 12124.17, 12124.85, 11937.42, 11951.91
06/09/11, 12049.47, 12183.12, 12049.09, 12124.36
06/08/11, 12066.27, 12098.36, 12024.26, 12048.94
06/07/11, 12090.18, 12178.89, 12066.61, 12070.81
06/06/11, 12151.19, 12151.49, 12070.66, 12089.96
06/03/11, 12247.80, 12247.87, 12104.03, 12151.26
06/02/11, 12289.61, 12306.71, 12190.54, 12248.55
06/01/11, 12569.41, 12569.49, 12282.42, 12290.14
05/31/11, 12443.40, 12574.29, 12443.40, 12569.79
05/27/11, 12398.06, 12483.81, 12397.69, 12441.58
05/26/11, 12391.63, 12441.58, 12317.92, 12402.76
05/25/11, 12355.45, 12440.03, 12309.52, 12394.66
05/24/11, 12381.57, 12422.55, 12350.04, 12356.21
05/23/11, 12511.36, 12511.36, 12331.77, 12381.26
05/20/11, 12604.72, 12604.83, 12485.86, 12512.04
05/19/11, 12561.46, 12633.59, 12533.46, 12605.32
05/18/11, 12471.78, 12571.15, 12443.10, 12560.18
05/17/11, 12541.33, 12541.33, 12378.84, 12479.58
05/16/11, 12594.77, 12642.90, 12530.81, 12548.37
05/13/11, 12695.65, 12714.50, 12543.19, 12595.75
05/12/11, 12629.96, 12718.58, 12537.17, 12695.92
05/11/11, 12745.87, 12748.21, 12577.21, 12630.03
05/10/11, 12685.13, 12781.06, 12681.65, 12760.36
05/09/11, 12637.83, 12722.07, 12620.20, 12684.68
05/06/11, 12580.76, 12759.23, 12579.93, 12638.74
05/05/11, 12723.65, 12724.56, 12521.28, 12584.17
05/04/11, 12806.29, 12806.68, 12673.02, 12723.58
05/03/11, 12806.38, 12840.66, 12749.99, 12807.51
05/02/11, 12810.16, 12876.00, 12784.62, 12807.36
04/29/11, 12763.46, 12832.83, 12751.13, 12810.54
04/28/11, 12689.90, 12776.14, 12674.54, 12763.31
04/27/11, 12592.23, 12708.37, 12588.33, 12690.96
04/26/11, 12480.86, 12613.16, 12478.14, 12595.37
04/25/11, 12505.99, 12506.22, 12446.05, 12479.88
04/21/11, 12453.62, 12506.06, 12447.56, 12505.99
04/20/11, 12266.75, 12475.53, 12263.58, 12453.54
04/19/11, 12201.44, 12275.34, 12200.30, 12266.75
04/18/11, 12339.71, 12339.79, 12093.89, 12201.59
04/15/11, 12285.45, 12369.27, 12272.58, 12341.83
04/14/11, 12270.24, 12305.58, 12163.86, 12285.15
04/13/11, 12263.65, 12335.10, 12224.45, 12270.99
04/12/11, 12381.19, 12381.19, 12233.00, 12263.58
04/11/11, 12380.43, 12444.00, 12352.88, 12381.11
04/08/11, 12409.87, 12450.36, 12320.72, 12380.05
04/07/11, 12426.45, 12440.56, 12328.36, 12409.49
04/06/11, 12386.66, 12450.93, 12386.66, 12426.75
04/05/11, 12402.08, 12438.14, 12353.34, 12393.90
04/04/11, 12374.60, 12407.41, 12369.15, 12400.03
04/01/11, 12321.02, 12419.71, 12321.02, 12376.72
03/31/11, 12350.76, 12381.68, 12319.01, 12319.73
03/30/11, 12280.07, 12383.46, 12280.07, 12350.61
03/29/11, 12194.48, 12285.41, 12173.51, 12279.01
03/28/11, 12221.19, 12272.92, 12197.88, 12197.88
03/25/11, 12170.71, 12259.79, 12170.71, 12220.59
03/24/11, 12087.54, 12191.18, 12087.54, 12170.56
03/23/11, 12018.40, 12116.14, 11972.61, 12086.02
03/22/11, 12036.37, 12050.98, 12002.85, 12018.63
03/21/11, 11860.11, 12078.30, 11860.11, 12036.53
03/18/11, 11777.23, 11927.09, 11777.23, 11858.52
03/17/11, 11614.89, 11800.54, 11614.82, 11774.59
03/16/11, 11854.20, 11856.70, 11613.30, 11613.30
03/15/11, 11988.69, 11988.69, 11696.25, 11855.42
03/14/11, 12042.13, 12042.13, 11897.31, 11993.16
03/11/11, 11976.96, 12087.01, 11936.32, 12044.40
03/10/11, 12211.43, 12211.43, 11974.39, 11984.61
03/09/11, 12211.16, 12257.82, 12156.60, 12213.09
03/08/11, 12085.87, 12251.20, 12072.21, 12214.38
03/07/11, 12171.09, 12243.44, 12041.60, 12090.03
03/04/11, 12258.88, 12271.37, 12079.51, 12169.88
03/03/11, 12068.01, 12283.10, 12068.01, 12258.20
03/02/11, 12057.34, 12115.12, 12018.63, 12066.80
03/01/11, 12226.49, 12261.38, 12054.99, 12058.02
02/28/11, 12130.45, 12235.04, 12130.15, 12226.34
02/25/11, 12060.93, 12151.03, 12060.93, 12130.45
02/24/11, 12104.56, 12129.62, 11983.17, 12068.50
02/23/11, 12211.81, 12221.12, 12063.43, 12105.78
02/22/11, 12389.74, 12389.82, 12176.31, 12212.79
02/18/11, 12318.67, 12391.29, 12303.23, 12391.25
02/17/11, 12287.72, 12331.31, 12253.24, 12318.14
02/16/11, 12219.79, 12303.16, 12219.79, 12288.17
02/15/11, 12266.75, 12267.66, 12193.27, 12226.64
02/14/11, 12266.83, 12276.21, 12235.91, 12268.19
02/11/11, 12227.78, 12285.94, 12180.48, 12273.26
02/10/11, 12239.66, 12239.66, 12156.94, 12229.29
02/09/11, 12229.29, 12254.23, 12188.19, 12239.89
02/08/11, 12152.70, 12238.79, 12150.05, 12233.15
02/07/11, 12092.38, 12188.76, 12092.30, 12161.63
02/04/11, 12061.73, 12092.42, 12025.78, 12092.15
02/03/11, 12040.68, 12080.54, 11981.05, 12062.26
02/02/11, 12038.27, 12057.91, 12018.51, 12041.97
02/01/11, 11892.50, 12050.75, 11892.50, 12040.16
01/31/11, 11824.39, 11891.93, 11817.88, 11891.93
01/28/11, 11990.36, 12012.42, 11803.04, 11823.70
01/27/11, 11985.36, 12019.53, 11971.93, 11989.83
01/26/11, 11978.85, 12020.52, 11961.83, 11985.44
01/25/11, 11980.52, 11985.97, 11898.74, 11977.19
01/24/11, 11873.43, 11982.94, 11867.98, 11980.52
01/21/11, 11822.95, 11905.48, 11822.80, 11871.84
01/20/11, 11823.70, 11845.16, 11744.77, 11822.80
01/19/11, 11834.21, 11861.24, 11798.46, 11825.29
01/18/11, 11783.82, 11858.78, 11777.99, 11837.93
01/14/11, 11732.13, 11794.15, 11698.83, 11787.38
01/13/11, 11753.70, 11757.25, 11700.53, 11731.90
01/12/11, 11673.62, 11782.23, 11673.62, 11755.44
01/11/11, 11638.51, 11704.12, 11635.48, 11671.88
01/10/11, 11672.34, 11677.33, 11573.87, 11637.45
01/07/11, 11696.86, 11726.94, 11599.68, 11674.76
01/06/11, 11716.93, 11736.74, 11667.46, 11697.31
01/05/11, 11688.61, 11742.68, 11652.89, 11722.89
01/04/11, 11670.90, 11698.22, 11635.74, 11691.18
01/03/11, 11577.43, 11711.47, 11577.35, 11670.75
12/31/10, 11569.33, 11597.41, 11530.32, 11577.51
12/30/10, 11585.30, 11594.38, 11551.93, 11569.71
12/29/10, 11572.74, 11625.00, 11572.66, 11585.38
12/28/10, 11554.80, 11591.13, 11541.14, 11575.54
12/27/10, 11572.81, 11573.19, 11518.44, 11555.03
12/23/10, 11559.11, 11580.84, 11542.62, 11573.49
12/22/10, 11532.17, 11566.99, 11528.08, 11559.49
12/21/10, 11478.36, 11549.12, 11478.29, 11533.16
12/20/10, 11491.30, 11517.07, 11442.68, 11478.13
12/17/10, 11499.02, 11503.18, 11451.00, 11491.91
12/16/10, 11458.00, 11514.84, 11421.30, 11499.25
12/15/10, 11475.64, 11519.04, 11445.67, 11457.47
12/14/10, 11429.24, 11514.08, 11428.94, 11476.54
12/13/10, 11406.16, 11480.03, 11405.33, 11428.56
12/10/10, 11370.44, 11413.69, 11357.72, 11410.32
12/09/10, 11370.36, 11413.35, 11331.50, 11370.06
12/08/10, 11354.30, 11389.09, 11327.49, 11372.48
12/07/10, 11363.85, 11450.89, 11354.09, 11359.16
12/06/10, 11381.33, 11392.08, 11350.27, 11362.19
12/03/10, 11361.88, 11388.87, 11318.82, 11382.09
12/02/10, 11255.93, 11373.80, 11255.85, 11362.41
12/01/10, 11007.23, 11276.10, 11007.23, 11255.78
11/30/10, 11049.72, 11062.63, 10942.98, 11006.02
11/29/10, 11083.75, 11083.82, 10929.28, 11052.49
11/26/10, 11183.50, 11183.50, 11067.17, 11092.00
11/24/10, 11037.35, 11195.99, 11037.35, 11187.28
11/23/10, 11177.60, 11180.17, 10992.17, 11036.37
11/22/10, 11201.66, 11206.05, 11054.53, 11178.58
11/19/10, 11180.77, 11206.17, 11119.24, 11203.55
11/18/10, 11010.49, 11199.69, 11010.34, 11181.23
11/17/10, 11017.83, 11042.16, 10990.81, 11007.88
11/16/10, 11194.70, 11194.70, 10978.93, 11023.50
11/15/10, 11194.02, 11280.90, 11189.10, 11201.97
11/12/10, 11281.28, 11283.70, 11143.84, 11192.58
11/11/10, 11326.69, 11326.77, 11231.22, 11283.10
11/10/10, 11342.81, 11366.16, 11255.02, 11357.04
11/09/10, 11403.59, 11421.14, 11303.19, 11346.75
11/08/10, 11439.54, 11439.61, 11362.53, 11406.84
11/05/10, 11435.22, 11451.53, 11393.52, 11444.08
11/04/10, 11216.65, 11440.37, 11216.65, 11434.84
11/03/10, 11184.88, 11226.64, 11097.37, 11215.13
11/02/10, 11125.22, 11219.52, 11125.22, 11188.72
11/01/10, 11120.30, 11244.27, 11062.33, 11124.62
10/29/10, 11120.45, 11131.01, 11075.80, 11118.49
10/28/10, 11127.34, 11179.34, 11052.60, 11113.95
10/27/10, 11168.40, 11168.40, 11020.82, 11126.28
10/26/10, 11163.14, 11184.82, 11087.00, 11169.46
10/25/10, 11133.40, 11247.60, 11132.34, 11164.05
10/22/10, 11146.41, 11159.05, 11109.25, 11132.56
10/21/10, 11105.24, 11213.54, 11066.19, 11146.57
10/20/10, 10974.52, 11152.88, 10970.89, 11107.97
10/19/10, 11139.60, 11139.60, 10917.62, 10978.62
10/18/10, 11062.63, 11159.05, 11054.76, 11143.69
10/15/10, 11096.01, 11141.19, 11010.68, 11062.78
10/14/10, 11096.99, 11112.20, 11023.54, 11094.57
10/13/10, 11022.82, 11155.23, 11022.07, 11096.08
10/12/10, 11010.79, 11053.21, 10913.84, 11020.40
10/11/10, 11006.93, 11030.50, 10977.90, 11010.34
10/08/10, 10948.50, 11032.17, 10929.28, 11006.48
10/07/10, 10968.41, 10998.53, 10892.76, 10948.58
10/06/10, 10936.79, 10974.16, 10918.57, 10967.65
10/05/10, 10752.78, 10965.61, 10752.63, 10944.72
10/04/10, 10828.85, 10853.71, 10711.12, 10751.27
10/01/10, 10789.72, 10866.54, 10780.64, 10829.68
09/30/10, 10836.04, 10948.88, 10745.44, 10788.05
09/29/10, 10857.98, 10869.26, 10798.88, 10835.28
09/28/10, 10809.17, 10886.21, 10728.64, 10858.14
09/27/10, 10860.03, 10873.20, 10809.62, 10812.04
09/24/10, 10664.39, 10865.78, 10664.31, 10860.26
09/23/10, 10738.48, 10761.94, 10640.92, 10662.42
09/22/10, 10761.11, 10805.38, 10708.40, 10739.31
09/21/10, 10753.39, 10833.39, 10717.74, 10761.03
09/20/10, 10608.08, 10774.13, 10608.08, 10753.62
09/17/10, 10595.51, 10650.16, 10567.36, 10607.85
09/16/10, 10571.75, 10603.69, 10522.48, 10594.83
09/15/10, 10526.42, 10587.80, 10480.78, 10572.73
09/14/10, 10544.73, 10588.32, 10499.70, 10526.49
09/13/10, 10458.60, 10567.59, 10458.60, 10544.13
09/10/10, 10415.01, 10471.28, 10403.17, 10462.77
09/09/10, 10388.14, 10476.62, 10386.63, 10415.24
09/08/10, 10338.49, 10426.70, 10335.69, 10387.01
09/07/10, 10446.80, 10446.80, 10332.40, 10340.69
09/03/10, 10321.92, 10451.15, 10321.84, 10447.93
09/02/10, 10270.08, 10320.37, 10253.96, 10320.10
09/01/10, 10016.01, 10279.08, 10016.01, 10269.47
08/31/10, 10006.42, 10073.38, 9941.84, 10014.72
08/30/10, 10145.58, 10150.57, 10007.68, 10009.73
08/27/10, 9982.18, 10159.88, 9936.62, 10150.65
08/26/10, 10059.90, 10104.71, 9968.10, 9985.81
08/25/10, 10040.15, 10097.40, 9937.98, 10060.06
08/24/10, 10173.05, 10173.05, 9991.18, 10040.45
08/23/10, 10215.51, 10304.70, 10170.29, 10174.41
08/20/10, 10270.98, 10270.98, 10147.24, 10213.62
08/19/10, 10369.98, 10412.29, 10202.34, 10271.21
08/18/10, 10398.59, 10472.30, 10330.02, 10415.54
08/17/10, 10297.63, 10480.44, 10297.47, 10405.85
08/16/10, 10303.07, 10333.12, 10209.53, 10302.01
08/13/10, 10320.33, 10354.92, 10285.44, 10303.15
08/12/10, 10361.58, 10361.65, 10268.71, 10319.95
08/11/10, 10631.82, 10631.90, 10367.33, 10378.83
08/10/10, 10696.63, 10700.71, 10551.62, 10644.25
08/09/10, 10654.62, 10719.94, 10649.40, 10698.75
08/06/10, 10668.55, 10668.70, 10515.37, 10653.56
08/05/10, 10679.67, 10679.75, 10612.85, 10674.98
08/04/10, 10630.20, 10702.99, 10627.53, 10680.43
08/03/10, 10673.92, 10676.95, 10600.96, 10636.38
08/02/10, 10468.82, 10692.20, 10468.59, 10674.38
07/30/10, 10465.19, 10507.19, 10347.50, 10465.94
07/29/10, 10498.94, 10584.99, 10387.39, 10467.16
07/28/10, 10537.01, 10548.52, 10463.22, 10497.88
07/27/10, 10525.28, 10578.33, 10494.86, 10537.69
07/26/10, 10424.17, 10526.79, 10414.40, 10525.43
07/23/10, 10321.16, 10441.95, 10287.48, 10424.62
07/22/10, 10121.81, 10363.24, 10121.81, 10322.30
07/21/10, 10226.02, 10265.54, 10065.50, 10120.53
07/20/10, 10151.48, 10236.40, 10007.76, 10229.96
07/19/10, 10098.12, 10187.28, 10073.68, 10154.43
07/16/10, 10356.20, 10356.20, 10079.58, 10097.90
07/15/10, 10367.10, 10379.74, 10240.48, 10359.31
07/14/10, 10370.96, 10400.10, 10303.00, 10366.72
07/13/10, 10217.55, 10407.82, 10217.55, 10363.02
07/12/10, 10199.24, 10220.28, 10146.49, 10216.27
07/09/10, 10137.93, 10201.77, 10118.41, 10198.03
07/08/10, 10019.26, 10139.86, 10019.26, 10138.99
07/07/10, 9736.85, 10026.60, 9736.70, 10018.28
07/06/10, 9689.21, 9858.13, 9659.01, 9743.62
07/02/10, 9732.23, 9770.87, 9614.32, 9686.48
07/01/10, 9773.27, 9795.48, 9621.89, 9732.53
06/30/10, 9868.34, 9908.92, 9753.84, 9774.02
06/29/10, 10135.72, 10135.80, 9811.92, 9870.30
06/28/10, 10143.05, 10201.93, 10101.41, 10138.52
06/25/10, 10153.48, 10202.91, 10081.08, 10143.81
06/24/10, 10297.08, 10298.06, 10128.85, 10152.80
06/23/10, 10293.30, 10368.04, 10227.24, 10298.44
06/22/10, 10441.95, 10493.57, 10283.40, 10293.52
06/21/10, 10452.46, 10594.16, 10395.55, 10442.41
06/18/10, 10435.00, 10483.44, 10424.49, 10450.64
06/17/10, 10409.98, 10441.20, 10319.22, 10434.17
06/16/10, 10404.24, 10429.03, 10332.60, 10409.46
06/15/10, 10192.40, 10408.32, 10192.40, 10404.77
06/14/10, 10211.83, 10328.67, 10186.21, 10190.89
06/11/10, 10166.78, 10215.98, 10082.71, 10211.07
06/10/10, 9901.67, 10185.83, 9901.67, 10172.53
06/09/10, 9941.57, 10065.14, 9867.73, 9899.25
06/08/10, 9812.94, 9953.66, 9757.55, 9939.98
06/07/10, 9931.75, 9982.38, 9810.30, 9816.49
06/04/10, 10249.61, 10249.69, 9889.88, 9931.97
06/03/10, 10250.67, 10315.21, 10175.02, 10255.28
06/02/10, 10025.61, 10254.22, 10025.61, 10249.54
06/01/10, 10133.94, 10218.33, 10013.90, 10024.02
05/28/10, 10258.00, 10258.00, 10095.90, 10136.63
05/27/10, 9971.73, 10264.20, 9971.73, 10258.99
05/26/10, 10045.11, 10179.03, 9952.68, 9974.45
05/25/10, 10061.43, 10061.66, 9774.48, 10043.75
05/24/10, 10193.46, 10196.41, 10052.67, 10066.57
05/21/10, 10063.93, 10198.53, 9918.82, 10193.39
05/20/10, 10440.21, 10440.21, 10065.36, 10068.01
05/19/10, 10505.70, 10522.52, 10324.66, 10444.37
05/18/10, 10625.45, 10718.86, 10482.20, 10510.95
05/17/10, 10616.98, 10660.97, 10436.06, 10625.83
05/14/10, 10780.68, 10780.75, 10537.25, 10620.16
05/13/10, 10896.61, 10920.27, 10771.69, 10782.95
05/12/10, 10742.15, 10909.08, 10742.15, 10896.91
05/11/10, 10780.00, 10874.54, 10685.38, 10748.26
05/10/10, 10386.18, 10835.17, 10386.03, 10785.14
05/07/10, 10519.42, 10579.12, 10241.23, 10380.43
05/06/10, 10862.22, 10879.76, 9869.62, 10520.32
05/05/10, 10918.40, 10946.79, 10814.84, 10868.12
05/04/10, 11149.48, 11149.48, 10869.25, 10926.77
05/03/10, 11009.60, 11177.67, 11009.60, 11151.83
04/30/10, 11168.23, 11197.93, 10999.69, 11008.61
04/29/10, 11045.64, 11197.32, 11041.64, 11167.32
